Node ID,Label,Parent,Children,Synonyms
http://identifiers.org/hgnc/484,ANGPT1,gene,,
http://identifiers.org/hgnc/16039,ANGPTL4,gene,,
http://identifiers.org/hgnc/26766,ANKFN1,gene,,
http://identifiers.org/hgnc/42024,ANKRD20A11P,gene,,
http://identifiers.org/hgnc/24165,ANKRD30B,gene,,
http://identifiers.org/hgnc/14082,ANLN,gene,,
http://identifiers.org/hgnc/1183,ANO2,gene,,
http://identifiers.org/hgnc/6211,ANOS1,gene,,
http://identifiers.org/hgnc/500,ANPEP,protein,,CD13
http://identifiers.org/hgnc/533,ANXA1,gene,,
http://identifiers.org/hgnc/537,ANXA2,gene,,
http://identifiers.org/hgnc/542,ANXA4,gene,,
https://purl.org/ccf/ASCTB-TEMP_ap000331-1,AP000331.1,gene,,
http://identifiers.org/hgnc/570,AP3M2,gene,,
http://identifiers.org/hgnc/17379,APBB1IP,gene,,
http://identifiers.org/hgnc/16665,APLN,gene,,
http://identifiers.org/hgnc/339,APLNR,gene,,
http://identifiers.org/hgnc/598,APLP2+,gene,,APLP2
http://identifiers.org/hgnc/607,APOC1,gene,,
http://identifiers.org/hgnc/612,APOD,gene,,
http://identifiers.org/hgnc/613,APOE,gene,,APOE+
https://purl.org/ccf/ASCTB-TEMP_aqp0-residues-1-263-fatty-acyl,AQP0 residues 1-263 +fatty acyl,proteoforms,,
http://identifiers.org/hgnc/633,AQP1,protein,,aquaporin 1
http://identifiers.org/hgnc/634,AQP2,gene,,
http://identifiers.org/hgnc/636,AQP3,gene,,
http://identifiers.org/hgnc/637,AQP4,protein,,Aquaporin 4
http://identifiers.org/hgnc/639,AQP6,gene,,
http://identifiers.org/hgnc/644,AR,gene,,
http://identifiers.org/hgnc/26545,ARHGAP42,gene,,
http://identifiers.org/hgnc/676,ARHGAP6,gene,,
http://identifiers.org/hgnc/17362,ARID5B,gene,,
http://identifiers.org/hgnc/710,ARR3,gene,,
http://identifiers.org/hgnc/18060,ARX,gene,,
http://identifiers.org/hgnc/18860,ASAH2,gene,,
http://identifiers.org/hgnc/738,ASCL1,protein,,
http://identifiers.org/hgnc/739,ASCL2,gene,,
https://purl.org/ccf/ASCTB-TEMP_ascl2,ASCL2,gene,,
http://identifiers.org/hgnc/740,ASCL3,gene,,
http://identifiers.org/hgnc/14872,ASPN,gene,,
http://identifiers.org/hgnc/13542,ATP10A,gene,,
http://identifiers.org/hgnc/799,ATP1A1,protein,,ATPase Na+/K+ transporting subunit alpha 1
http://identifiers.org/hgnc/866,ATP6V0A4,gene,,
http://identifiers.org/hgnc/18266,ATP6V0D2,gene,,
http://identifiers.org/hgnc/894,AVP,gene,,
http://identifiers.org/hgnc/895,AVPR1A,gene,,
http://identifiers.org/hgnc/905,AXL,protein,,
http://identifiers.org/hgnc/913,AZU1,gene,,
http://identifiers.org/hgnc/14188,Advillin,gene,,AVIL
http://identifiers.org/hgnc/7103,Aquaporin 0,protein,,MIP
http://identifiers.org/hgnc/24268,Asc-type amino acid transporter 1,protein,,ASCC1
http://identifiers.org/hgnc/18233,BANK1,gene,,
http://identifiers.org/hgnc/958,BATF,gene,,
http://identifiers.org/hgnc/28915,BATF3,gene,,
http://identifiers.org/hgnc/6722,BCAM,gene,,
http://identifiers.org/hgnc/974,BCAS1,gene,,
http://identifiers.org/hgnc/983,BCHE,gene,,
http://identifiers.org/hgnc/13221,BCL11A,gene,,
http://identifiers.org/hgnc/13222,BCL11B,gene,,
http://identifiers.org/hgnc/990,BCL2,protein,,
http://identifiers.org/hgnc/1001,BCL6,gene,,
http://identifiers.org/hgnc/1004,BCL7A,gene,,
http://identifiers.org/hgnc/1033,BDNF,gene,,
http://identifiers.org/hgnc/17105,BEST3,gene,,
http://identifiers.org/hgnc/17106,BEST4,gene,,
https://purl.org/ccf/ASCTB-TEMP_best4,BEST4,gene,,
http://identifiers.org/hgnc/1036,BEX1,gene,,
http://identifiers.org/hgnc/11963,BHLHE22,gene,,
http://identifiers.org/hgnc/591,BIRC3,gene,,
http://identifiers.org/hgnc/9346,BLIMP1,gene,,PRDM1
http://identifiers.org/hgnc/1063,BLVRB,gene,,
http://identifiers.org/hgnc/1067,BMP1,gene,,
http://identifiers.org/hgnc/1072,BMP5,gene,,
http://identifiers.org/hgnc/1073,BMP6,gene,,
http://identifiers.org/hgnc/1077,BMPR1B,gene,,
http://identifiers.org/hgnc/1079,BMX,gene,,
http://identifiers.org/hgnc/30988,BNC2,gene,,
http://identifiers.org/hgnc/1093,BPGM,gene,,
http://identifiers.org/hgnc/15749,BPIFA1,gene,,PLUNC
http://identifiers.org/hgnc/42,BSEP,protein,,ABCB11
http://identifiers.org/hgnc/16512,BSND,gene,,
http://identifiers.org/hgnc/1118,BST1+,gene,,BST1
https://purl.org/ccf/ASCTB-TEMP_btbd11,BTBD11,gene,,
http://identifiers.org/hgnc/24176,BTNL9,gene,,
http://identifiers.org/hgnc/9546,Beta1i,protein,,PSMB9
http://identifiers.org/hgnc/9538,Beta2i,protein,,PSMB10
http://identifiers.org/hgnc/31963,Beta5t,protein,,PSMB11
biomarkers,Biomarkers,,"gene, lipids, metabolites, protein, proteoforms",
http://identifiers.org/hgnc/1604,C-C motif chemokine receptor 3,protein,,CCR3
http://identifiers.org/hgnc/26563,C10orf90,gene,,
http://identifiers.org/hgnc/38675,C11orf96,gene,,
http://identifiers.org/hgnc/1241,C1QA,gene,,
http://identifiers.org/hgnc/1242,C1QB,gene,,
http://identifiers.org/hgnc/1245,C1QC,gene,,
http://identifiers.org/hgnc/24182,C1QL1,gene,,
http://identifiers.org/hgnc/24181,C1QL2,gene,,
http://identifiers.org/hgnc/14344,C1QTNF5,gene,,
http://identifiers.org/hgnc/14342,C1QTNF7,gene,,
http://identifiers.org/hgnc/28344,C1orf162,gene,,
http://identifiers.org/hgnc/34345,C1orf228,gene,,ARMH1
http://identifiers.org/hgnc/26258,C1orf54,gene,,
http://identifiers.org/hgnc/1318,C3+,gene,,C3
http://identifiers.org/hgnc/26744,C5orf64,gene,,LINC03122
http://identifiers.org/hgnc/1346,C7,gene,,
https://purl.org/ccf/ASCTB-TEMP_c9orf16,C9orf16,gene,,
http://identifiers.org/hgnc/15582,CA-125,protein,,MUC16
http://identifiers.org/hgnc/1373,CA2,gene,,Carbonic anhydrase 2
https://purl.org/ccf/ASCTB-TEMP_ca2,CA2,gene,,
http://identifiers.org/hgnc/1375,CA4,gene,,Carbonic anhydrase 4
https://purl.org/ccf/ASCTB-TEMP_ca7,CA7,gene,,
http://identifiers.org/hgnc/13714,CABP5,gene,,
http://identifiers.org/hgnc/1409,CACNG5,gene,,
http://identifiers.org/hgnc/5951,CADM1,gene,,
http://identifiers.org/hgnc/16018,CADPS2,gene,,
http://identifiers.org/hgnc/1434,CALB1,protein,,calbindin 1
http://identifiers.org/hgnc/1437,CALCA,gene,,
http://identifiers.org/hgnc/1438,CALCB,gene,,
http://identifiers.org/hgnc/16709,CALCRL,gene,,
http://identifiers.org/hgnc/1442,CALM1,gene,,
http://identifiers.org/hgnc/1452,CALML3,gene,,
http://identifiers.org/hgnc/18180,CALML5,gene,,
http://identifiers.org/hgnc/1455,CALR,gene,,
http://identifiers.org/hgnc/1461,CAMK2B,gene,,
http://identifiers.org/hgnc/1464,CAMK4,gene,,
http://identifiers.org/hgnc/1472,CAMP,gene,,
http://identifiers.org/hgnc/1485,CAPN8,gene,,
http://identifiers.org/hgnc/1487,CAPS,gene,,
http://identifiers.org/hgnc/33701,CARD16,gene,,
http://identifiers.org/hgnc/17150,CARHSP1,gene,,
http://identifiers.org/hgnc/23392,CARM1P1,gene,,
http://identifiers.org/hgnc/42872,CARMN,gene,,
http://identifiers.org/hgnc/29268,CARNS1,gene,,
http://identifiers.org/hgnc/24323,CARTPT,protein,,Cocaine- and amphetamine-regulated transcript protein
http://identifiers.org/hgnc/49076,CASC6,gene,,
http://identifiers.org/hgnc/1513,CASQ2,gene,,
http://identifiers.org/hgnc/1514,CASR,gene,,
http://identifiers.org/hgnc/26002,CASZ1,gene,,
http://identifiers.org/hgnc/1527,CAV1,gene,,
http://identifiers.org/hgnc/10690,CAVIN2,gene,,SDPR
http://identifiers.org/hgnc/1543,CBLN1,gene,,
http://identifiers.org/hgnc/1544,CBLN2,gene,,
http://identifiers.org/hgnc/16231,CBLN4,gene,,
http://identifiers.org/hgnc/29426,CCBE1,gene,,
http://identifiers.org/hgnc/26295,CCDC102B,gene,,
http://identifiers.org/hgnc/28416,CCDC26,gene,,
http://identifiers.org/hgnc/18111,CCDC50,gene,,
http://identifiers.org/hgnc/1569,CCK,protein,,cholecystokinin
http://identifiers.org/hgnc/10612,CCL14,gene,,
http://identifiers.org/hgnc/10617,CCL19,gene,,CCL19+
http://identifiers.org/hgnc/10618,CCL2,gene,,
http://identifiers.org/hgnc/10619,CCL20,gene,,
http://identifiers.org/hgnc/10620,CCL21,gene,,CCL21+
http://identifiers.org/hgnc/10624,CCL25,gene,,
http://identifiers.org/hgnc/10627,CCL3,gene,,
http://identifiers.org/hgnc/10630,CCL4,gene,,
http://identifiers.org/hgnc/10632,CCL5,gene,,
https://purl.org/ccf/ASCTB-TEMP_ccl5,CCL5,gene,,
http://identifiers.org/hgnc/2654,CCN1,gene,,CYR61
http://identifiers.org/hgnc/2500,CCN2,gene,,CTGF
http://identifiers.org/hgnc/12769,CCN4,gene,,
http://identifiers.org/hgnc/1593,CCNG2,gene,,
http://identifiers.org/hgnc/1594,CCNH,gene,,
http://identifiers.org/hgnc/1602,CCR1,protein,,
http://identifiers.org/hgnc/1603,CCR2,protein,,
http://identifiers.org/hgnc/1605,CCR4,protein,,
http://identifiers.org/hgnc/1607,CCR6,protein,,
http://identifiers.org/hgnc/1608,CCR7,protein,,
http://identifiers.org/hgnc/1610,CCR9,gene,,
http://identifiers.org/hgnc/7154,CD10,protein,,MME
http://identifiers.org/hgnc/3349,CD105,protein,,"ENG, endoglin"
http://identifiers.org/hgnc/12663,CD106,protein,,VCAM1
http://identifiers.org/hgnc/6342,CD117,protein,,"KIT, KIT proto-oncogene, receptor tyrosine kinase"
https://purl.org/ccf/ASCTB-TEMP_cd117,CD117,protein,,
http://identifiers.org/hgnc/6148,CD11a,protein,,ITGAL
http://identifiers.org/hgnc/6149,CD11b,protein,,"ITGAM, integrin subunit alpha M/CD11b"
https://purl.org/ccf/ASCTB-TEMP_cd11b,CD11b,protein,,
http://identifiers.org/hgnc/6152,CD11c,protein,,"ITGAX, CD11c+/lo"
https://purl.org/ccf/ASCTB-TEMP_cd11c,CD11c,protein,,
http://identifiers.org/hgnc/6012,CD123,protein,,"IL3RA, IL3RA+"
https://purl.org/ccf/ASCTB-TEMP_cd123,CD123,protein,,
http://identifiers.org/hgnc/6024,CD127,protein,,IL7R
https://purl.org/ccf/ASCTB-TEMP_cd127,CD127,protein,,
http://identifiers.org/hgnc/3765,CD135,protein,,FLT3
http://identifiers.org/hgnc/10658,CD138,protein,,"SDC1, SDC1+, syndecan 1"
https://purl.org/ccf/ASCTB-TEMP_cd138,CD138,protein,,
http://identifiers.org/hgnc/1628,CD14,protein,,
https://purl.org/ccf/ASCTB-TEMP_cd14,CD14,gene,,
http://identifiers.org/hgnc/11784,CD141,protein,,"THBD, CD141+, CD141hi"
http://identifiers.org/hgnc/1764,CD144,protein,,CDH5
http://identifiers.org/hgnc/4015,CD15,protein,,FUT4
https://purl.org/ccf/ASCTB-TEMP_cd15,CD15,protein,,
http://identifiers.org/hgnc/3619,CD16,protein,,"FCGR3A, Fc fragment of IgG receptor IIIa/CD16"
https://purl.org/ccf/ASCTB-TEMP_cd16,CD16,protein,,
http://identifiers.org/hgnc/17013,CD160+,gene,,CD160
http://identifiers.org/hgnc/6373,CD161,protein,,KLRB1
https://purl.org/ccf/ASCTB-TEMP_cd161,CD161,protein,,
http://identifiers.org/hgnc/1631,CD163,protein,,CD163 molecule
https://purl.org/ccf/ASCTB-TEMP_cd163,CD163,protein,,
http://identifiers.org/hgnc/11127,CD169,protein,,"SIGLEC1, CD169-/+"
http://identifiers.org/hgnc/9662,CD172a,protein,,"SIRPA, SIRPACD172a, SIRPa"
http://identifiers.org/hgnc/1633,CD19,protein,,"CD19 molecule, CD19+"
https://purl.org/ccf/ASCTB-TEMP_cd19,CD19,protein,,
http://identifiers.org/hgnc/1634,CD1A,protein,,"CD1a, CD1a molecule"
http://identifiers.org/hgnc/1635,CD1B,gene,,
http://identifiers.org/hgnc/1636,CD1C,protein,,"CD1c, CD1c+, CD1c-/lo"
http://identifiers.org/hgnc/1637,CD1D,protein,,CD1d+
http://identifiers.org/hgnc/1638,CD1E,gene,,
http://identifiers.org/hgnc/1639,CD2,protein,,
https://purl.org/ccf/ASCTB-TEMP_cd2,CD2,gene,,
http://identifiers.org/hgnc/7315,CD20,protein,,"MS4A1, MS4A1+, membrane spanning 4-domains A1"
http://identifiers.org/hgnc/7203,CD200,gene,,
http://identifiers.org/hgnc/24665,CD200R1L,gene,,
http://identifiers.org/hgnc/3358,CD203c,protein,,ENPP3
http://identifiers.org/hgnc/6729,CD205,protein,,LY75
http://identifiers.org/hgnc/7228,CD206,protein,,MRC1
https://purl.org/ccf/ASCTB-TEMP_cd206,CD206,protein,,
http://identifiers.org/hgnc/17935,CD207,protein,,"CD207 molecule, langerin"
http://identifiers.org/hgnc/1641,CD209,protein,,DC-SIGN
http://identifiers.org/hgnc/2336,CD21,protein,,CR2
https://purl.org/ccf/ASCTB-TEMP_cd21,CD21,protein,,
http://identifiers.org/hgnc/5988,CD218,protein,,IL18R1
http://identifiers.org/hgnc/1643,CD22,protein,,
http://identifiers.org/hgnc/16961,CD226,gene,,
http://identifiers.org/hgnc/3612,CD23,protein,,FCER2
http://identifiers.org/hgnc/4702,CD235a,protein,,"GYPA, CD235alo"
http://identifiers.org/hgnc/1645,CD24+/lo,protein,,CD24
http://identifiers.org/hgnc/1677,CD247,gene,,
http://identifiers.org/hgnc/6008,CD25,protein,,"IL2RA, IL2RA+"
https://purl.org/ccf/ASCTB-TEMP_cd25,CD25,protein,,
http://identifiers.org/hgnc/11922,CD27,protein,,CD27lo
http://identifiers.org/hgnc/7809,CD271,protein,,"NGFR, nerve growth factor receptor"
http://identifiers.org/hgnc/8760,CD279,protein,,"PDCD1, PDCD1+"
http://identifiers.org/hgnc/1653,CD28,protein,,
http://identifiers.org/hgnc/4502,CD294,protein,,"PTGDR2, CRTH2"
https://purl.org/ccf/ASCTB-TEMP_cd294,CD294,protein,,
http://identifiers.org/hgnc/1673,CD3,protein,,"CD3D, CD3-TCR, CD3d molecule"
http://identifiers.org/hgnc/1674,CD3,protein,,"CD3E, CD3e"
http://identifiers.org/hgnc/1675,CD3,protein,,CD3G
http://identifiers.org/hgnc/1676,CD3,gene,,CD3W
https://purl.org/ccf/ASCTB-TEMP_cd3,CD3,protein,,
http://identifiers.org/hgnc/28874,CD300E,protein,,
http://identifiers.org/hgnc/30455,CD300LG,gene,,
http://identifiers.org/hgnc/13258,CD303,protein,,"CLEC4C, CLEC4C+"
http://identifiers.org/hgnc/8004,CD304,protein,,NRP1
http://identifiers.org/hgnc/8823,CD31,protein,,"PECAM1, PECAM1+, platelet and endothelial cell adhesion molecule 1"
https://purl.org/ccf/ASCTB-TEMP_cd31,CD31,protein,,
http://identifiers.org/hgnc/3618,CD32,protein,,"FCGR2B, FCGR2B+"
http://identifiers.org/hgnc/1659,CD33,protein,,
http://identifiers.org/hgnc/1662,CD34,protein,,"CD34 molecule, CD34+"
http://identifiers.org/hgnc/4977,CD34,gene,,HLF
https://purl.org/ccf/ASCTB-TEMP_cd34,CD34,protein,,
http://identifiers.org/hgnc/2334,CD35,protein,,CR1
http://identifiers.org/hgnc/1663,CD36,protein,,
https://purl.org/ccf/ASCTB-TEMP_cd36,CD36,protein,,
http://identifiers.org/hgnc/1667,CD38,protein,,"CD38 molecule, CD38+/lo"
http://identifiers.org/hgnc/3363,CD39,protein,,ENTPD1
https://purl.org/ccf/ASCTB-TEMP_cd3d,CD3D,gene,,
https://purl.org/ccf/ASCTB-TEMP_cd3g,CD3G,gene,,
http://identifiers.org/hgnc/1678,CD4,protein,,"CD4 molecule, CD4-"
https://purl.org/ccf/ASCTB-TEMP_cd4,CD4,gene,,
http://identifiers.org/hgnc/11919,CD40,gene,,
http://identifiers.org/hgnc/11935,CD40L,protein,,CD40LG
http://identifiers.org/hgnc/6138,CD41,protein,,ITGA2B
http://identifiers.org/hgnc/4439,CD42b,protein,,GP1BA
http://identifiers.org/hgnc/11249,CD43,protein,,"SPN, sialophorin/p43"
http://identifiers.org/hgnc/1681,CD44,protein,,
https://purl.org/ccf/ASCTB-TEMP_cd44,CD44,protein,,
http://identifiers.org/hgnc/9666,CD45,protein,,"PTPRC, CD45RA, CD45RAlo, CD45lo"
http://identifiers.org/hgnc/6140,CD49d,protein,,"ITGA4, Integrin a4"
http://identifiers.org/hgnc/1685,CD5,protein,,
https://purl.org/ccf/ASCTB-TEMP_cd5,CD5,protein,,
http://identifiers.org/hgnc/1804,CD52,gene,,
http://identifiers.org/hgnc/1686,CD53,gene,,
http://identifiers.org/hgnc/5344,CD54,protein,,ICAM1
http://identifiers.org/hgnc/7656,CD56,protein,,"NCAM1, NCAM1+, neural cell adhesion molecule 1/CD56"
https://purl.org/ccf/ASCTB-TEMP_cd56,CD56,protein,,
http://identifiers.org/hgnc/921,CD57,protein,,B3GAT1
https://purl.org/ccf/ASCTB-TEMP_cd57,CD57,protein,,
http://identifiers.org/hgnc/1689,CD59,protein,,
http://identifiers.org/hgnc/1690,CD5L+,gene,,CD5L
http://identifiers.org/hgnc/6156,CD61,protein,,ITGB3
http://identifiers.org/hgnc/3613,CD64,protein,,"FCGR1A, CD64hi"
http://identifiers.org/hgnc/1820,CD66,protein,,"CEACAM8, CD66b"
http://identifiers.org/hgnc/1693,CD68,protein,,CD68 molecule
https://purl.org/ccf/ASCTB-TEMP_cd68,CD68,protein,,
http://identifiers.org/hgnc/1694,CD69,protein,,
https://purl.org/ccf/ASCTB-TEMP_cd69,CD69,gene,,
http://identifiers.org/hgnc/1695,CD7,gene,,
https://purl.org/ccf/ASCTB-TEMP_cd7,CD7,protein,,
http://identifiers.org/hgnc/11763,CD71,protein,,TFRC
http://identifiers.org/hgnc/1697,CD74,protein,,HLA-DR
http://identifiers.org/hgnc/1698,CD79A,protein,,"CD79a, CD79a molecule, CD79a+"
http://identifiers.org/hgnc/1699,CD79B,gene,,
http://identifiers.org/hgnc/1706,CD8,protein,,"CD8A, CD8a molecule, CD8a+"
https://purl.org/ccf/ASCTB-TEMP_cd8,CD8,protein,,
http://identifiers.org/hgnc/1700,CD80,protein,,
http://identifiers.org/hgnc/6210,CD82,gene,,
http://identifiers.org/hgnc/1703,CD83,protein,,
http://identifiers.org/hgnc/1705,CD86,protein,,
http://identifiers.org/hgnc/9053,CD87,protein,,PLAUR
https://purl.org/ccf/ASCTB-TEMP_cd8a,CD8A,gene,,
http://identifiers.org/hgnc/1707,CD8B,gene,,
http://identifiers.org/hgnc/1709,CD9,protein,,CD9 molecule
http://identifiers.org/hgnc/11801,CD90,protein,,THY1
https://purl.org/ccf/ASCTB-TEMP_cd90,CD90,protein,,
http://identifiers.org/hgnc/16892,CD96,protein,,
http://identifiers.org/hgnc/24222,CDC20B,gene,,
http://identifiers.org/hgnc/14623,CDCA2,gene,,
http://identifiers.org/hgnc/1748,CDH1,protein,,E-cadherin
http://identifiers.org/hgnc/1751,CDH12,gene,,
http://identifiers.org/hgnc/1753,CDH13,gene,,
http://identifiers.org/hgnc/1757,CDH18,protein,,
http://identifiers.org/hgnc/13733,CDH23,gene,,
http://identifiers.org/hgnc/14265,CDH24,gene,,
http://identifiers.org/hgnc/1765,CDH6,gene,,
http://identifiers.org/hgnc/1766,CDH7,gene,,
http://identifiers.org/hgnc/1768,CDH9,gene,,
http://identifiers.org/hgnc/26308,CDHR3,protein,,
http://identifiers.org/hgnc/34527,CDHR4,protein,,
http://identifiers.org/hgnc/1722,CDK1,gene,,
http://identifiers.org/hgnc/17104,CDON,protein,,
http://identifiers.org/hgnc/1799,CDR2,protein,,
http://identifiers.org/hgnc/1834,CEBPB,gene,,
http://identifiers.org/hgnc/29213,CEMIP,gene,,
http://identifiers.org/hgnc/23723,CERCAM,gene,,
http://identifiers.org/hgnc/1863,CES1,gene,,
http://identifiers.org/hgnc/28554,CFAP299,gene,,
http://identifiers.org/hgnc/26708,CFAP47,gene,,
http://identifiers.org/hgnc/37100,CFAP73,gene,,
http://identifiers.org/hgnc/1037,CFB+,gene,,CFB
http://identifiers.org/hgnc/4883,CFH,gene,,
http://identifiers.org/hgnc/1884,CFTR,protein,,
http://identifiers.org/hgnc/4806,CFTR,gene,,HAL
https://purl.org/ccf/ASCTB-TEMP_cftr,CFTR,gene,,
http://identifiers.org/hgnc/1886,CGB3,gene,,
https://purl.org/ccf/ASCTB-TEMP_cgrp,CGRP,protein,,
https://purl.org/ccf/ASCTB-TEMP_ch17-174l20-1,CH17-174L20.1,gene,,
http://identifiers.org/hgnc/1907,CH25H,gene,,
http://identifiers.org/hgnc/1909,CHAD,gene,,
http://identifiers.org/hgnc/1912,CHAT,protein,,"ChAT, VIP"
http://identifiers.org/hgnc/1929,CHGA,protein,,"Chromogranin A, chromogranin A"
http://identifiers.org/hgnc/1932,CHI3L1,gene,,
http://identifiers.org/hgnc/1933,CHI3L2,gene,,
http://identifiers.org/hgnc/1951,CHRM2,gene,,
http://identifiers.org/hgnc/1954,CHRM5,gene,,
http://identifiers.org/hgnc/1955,CHRNA1,gene,,
http://identifiers.org/hgnc/1960,CHRNA7,gene,,
http://identifiers.org/hgnc/19898,CHST9,gene,,
http://identifiers.org/hgnc/24579,CIB2,gene,,
http://identifiers.org/hgnc/1980,CILP,gene,,
http://identifiers.org/hgnc/24213,CILP2,gene,,
http://identifiers.org/hgnc/6446,CK8/18,protein,,"KRT8, Keratin 8, keratin 8"
http://identifiers.org/hgnc/13253,CKLF,gene,,
http://identifiers.org/hgnc/2014,CLC,gene,,
